en_claim,label
Does a mixture of hops and other natural remedies help with sleep problems?,2
Do hops as a single active ingredient help with sleep problems???,1
Does taking a mushroom called reishi benefit cancer?,1
Can labor pain during childbirth be relieved by aromatherapy with lavender oil?,0
Can the duration of childbirth be reduced by aromatherapy with lavender oil?,1
Does a patch with high-dose capsaicin relieve pain after shingles?,0
Does a patch with high-dose capsaicin relieve pain in diabetes mellitus or infection with HIV?,1
Does industrially highly processed food increase the risk of cancer?,0
Does propolis have a healing or soothing effect on inflammation in the mouth (in otherwise healthy people)?,1
Do amalgam fillings affect the mental development of school children compared to plastic dental fillings?,2
Does curcumin protect healthy people from mental impairment or even from developing dementia?,1
Does curcumin protect people with already diagnosed dementia from further decline in mental abilities???,2
Do preparations with humic acids help with diseases or complaints of the stomach and intestines?,1
Does an extract from grapefruit seeds work against fungal diseases such as athlete's foot or nail fungus?,1
Does taking rosehip powder for rheumatoid arthritis improve symptoms?,2
Does taking rosehip powder for osteoarthritis alleviate the symptoms???,1
Can the genetic blood test for Down syndrome (trisomy 21) predict whether the unborn child is affected - in pregnant women at increased risk?,0
"Do preparations with rose root have an effect against stress and its consequences, e.g. exhaustion?",1
Is microwave therapy effective and safe for long-term reduction of excessive sweating (primary hyperhidrosis) in adults?,1
Does ointment with comfrey help against back pain and knee pain better than a placebo?,0
Does ointment with comfrey help with ankle sprains and sore muscles???,1
Can chlorhexidine in the form of dental varnish prevent the formation of caries in adults?,2
"Can chlorhexidine in the form of mouth rinses and gels for home use in children and adults, and as a dental varnish in children, prevent the formation of caries?",1
Does a legal smoking ban reduce the likelihood of cardiovascular disease in nonsmokers?,0
Do pregnant women who take vitamin D have a lower risk of preterm birth?,0
Do pregnant women who take vitamin D in combination with calcium have a lower risk of preterm birth?,2
Does aromatherapy have a calming effect on agitation and aggression typical of dementia?,1
Does aromatherapy have other positive effects for dementia patients???,1
Does tomato extract reduce the risk of cardiovascular disease?,1
Does quitting smoking prolong life?,0
Does eating eggs increase the risk of cardiovascular disease?,2
"Does oseltamivir (brand name ""Tamiflu"") reduce the severity and duration of influenza in otherwise healthy adults?",0
"Is active surveillance (""active surveillance"") of patients with low-risk prostate cancer associated with increased prostate cancer mortality risk in the long term?",1
"Does Active Surveillance reduce the likelihood of becoming impotent or incontinence, i.e. unintentional urine leakage ??",0
Do extracts of prickly pear (Opuntia ficus-indica) help with hangover symptoms after alcohol consumption?,1
Do statins help older people suffering from cardiovascular disease to live longer? Do they reduce the risk of heart attack and stroke?,0
Are statins useful in preventing cardiovascular disease in people 75 years and older???,1
"Is Traumeel gel or ointment effective for sports injuries such as sprains, bruises and strains?",1
Are weather phenomena and weather changes triggers of migraine attacks?,1
Does artichoke preparation help with gastrointestinal problems?,1
Does prickly pear help with long-term weight loss?,1
Can turmeric relieve the symptoms of depression?,1
Do phthalates affect semen quality in men?,0
Do phthalates reduce the likelihood of pregnancy in women?,1
Does ginseng improve mental performance in healthy individuals and patients with Alzheimer's dementia?,1
Does leaky gut syndrome cause health complaints or diseases?,1
Does the Alexander Technique help with back pain and neck pain?,0
Do the components of the Moringa oleifera tree have a positive effect on health?,1
"Does an extract from the root of the Cape geranium (Pelargonium sidoides, Umckaloabo) work against bronchitis?",0
Does geranium extract help against colds and sinusitis???,1
Does taking DHEA have an anti-aging effect by increasing the physical and mental well-being of older people?,2
Can DHEA prolong life or improve health in old age?,1
Can the proper use of fluoride toothpaste cause serious long-term health problems?,1
Does fluoride toothpaste prevent tooth decay?,0
Do products with the tropical fruit mangosteen promote health?,1
"Are topical agents containing acids and oils, such as Excilor and Nailner, effective for nail fungus?",1
Can weight loss programs reduce obesity in children and adolescents?,0
Does valerian help with sleep disorders?,1
Is milk thistle extract an effective treatment for liver disease?,1
Do dietary supplements with amino acids and proteins help against muscle atrophy in old age (sarcopenia)?,1
Can music therapy help people affected by stroke learn to walk normally again?,0
Can music therapy help stroke victims with other problems???,1
Does plant or animal protein have an influence on lifespan?,0
Does chicken soup help with colds?,1
"Do herbal remedies containing an extract of Chinese tragacanth root, such as Lectranal or Allvent, help against allergies?",1
Does alkaline water keep you healthy or can it prevent disease?,1
Do remedies with hops or valerian help with anxiety disorders?,1
Do extracts of African devil's claw (Harpagophytum procumbens) relieve pain in patients with osteoarthritis?,1
Can probiotics prevent diarrhea after treatment with antibiotics?,0
Is exercise an effective measure to combat depression?,0
Can a tantrum trigger a heart attack?,0
Can anger over a long period of time increase the risk of heart attack???,1
Can capsules with omega-3 fatty acids from fish oil relieve depression?,1
Does regular consumption of coffee increase the risk of heart disease such as heart attack or stroke?,2
Do cesarean babies have a higher risk of becoming overweight later in life?,0
Do cesarean babies have a higher risk of asthma and allergies later in life? Do they have an increased risk of type 1 diabetes??,1
Does the pregnancy hormone hCG help with weight loss?,2
Does cupping relieve chronic neck and back pain?,1
Can eating broccoli or broccoli sprouts improve gastritis symptoms?,1
Do Schuessler salts work? (alternative spellings: Schuessler salts or Schuessler salts),1
Does pelvic floor training help women with stress-related urinary incontinence?,0
Can methadone enhance the effects of chemotherapy or other cancer treatments and help cure cancer?,1
Can treatment with tea tree oil relieve pimples (acne)?,0
Does sugar consumption impair memory or other mental performance?,1
Does extra folic acid in men help prevent birth defects in children?,1
Does taking ginger reduce nausea and vomiting during pregnancy?,1
Does taking ginger prevent motion sickness??,1
Are electric cigarettes less harmful than tobacco smoking?,1
Does parents licking the pacifier protect children from allergic diseases?,1
Does calcium help with allergy?,1
Can taking vitamin D relieve chronic pain?,1
Does aloe vera relieve discomfort caused by psoriasis?,1
"Does aloe vera help with neurodermatitis, poorly healing or fresh wounds?",1
Does electromagnetic radiation from cell phone towers cause health problems such as headaches or sleep disorders?,2
Can antibiotic-resistant germs from animal husbandry be transferred to humans?,0
Does the use of antibiotics in animal husbandry harm human health?,1
Does regular vitamin D intake lower the risk of cancer in adults?,2
Does regular consumption of ground flaxseed harm health?,1
1. can MMR vaccination cause autism?,2
3. does vaccination against rotavirus increase the risk of intestinal intussusception in infants?,0
Is ozone suitable for the treatment of tooth decay?,1
Does the so-called blood group diet have any health benefits?,1
"Can pumpkin seeds or preparations from them help women and men with irritable bladder, bladder weakness or incontinence?",1
"Do products from bees like honey, propolis, royal jelly or bee venom help against cancer?",1
Do pumpkin seed preparations improve symptoms caused by a benign enlarged prostate?,2
"Can gels and ointments containing arnica, hawthorn, cypress, butcher's broom, Asian (or Indian) pennywort, and heparin, such as VaricoFix, relieve discomfort and secondary symptoms of varicose veins?",1
Does putting onion bags help with acute otitis media?,1
Can serious problems occur after stopping antidepressants?,0
Does self urine help with health problems?,1
Do unsaturated fats (from plants and fish) reduce cardiovascular disease compared to saturated fats (from meat and dairy products)?,0
Is a vegetarian diet including eggs and dairy products healthier than a diet that includes meat?,0
Can washing hands with antibacterial soaps or wash lotions containing triclosan or triclocarban prevent the risk of contracting diseases in the household?,2
Can hand washing with antibacterial soaps or wash lotions containing other disinfectants reduce the risk of infection compared to regular soap???,1
Does homeopathy work better than a placebo?,2
Does toothpaste containing xylitol reduce the risk of caries?,0
"Do other xylitol-containing products (e.g. chewing gums, sweets, mouth rinses) reduce the risk of caries in addition to normal dental care?",1
Are paper towels or electric dryers more hygienic after washing hands?,1
"Are soy foods risky for people with unremarkable, or subclinical, hypothyroidism?",1
Does taking vitamin B3 prolong life?,1
"Can taking Ribose help with heart conditions such as heart failure, narrowing of the coronary arteries (coronary artery disease), or heart attack?",1
Are vitamins and minerals effective and safe in lowering cholesterol?,1
Is fasting effective and safe in the long term for arthritis and other diseases?,1
Do green smoothies promote health?,1
Does chocolate have a mood-lifting effect?,0
Do sprouts or buds have a healing effect?,1
Is belly fat or is a large abdominal girth particularly dangerous for health?,0
"Can choline ingested with food - alone or in the form of lecithin, for example - improve memory?",1
Does white sugar cause cancer?,1
Do wound care products with sodium hypochlorite such as ActiMaris promote the healing process of wounds?,1
Does the dietary supplement MSM help with osteoarthritis?,0
"Is wheat lectin, which is found in high amounts especially in whole wheat, harmful to health?",2
Is it harmful to health to regularly eat large quantities of fish contaminated with dioxins and polychlorinated biphenyls (PCBs)?,1
Is the DMPS test suitable to reliably indicate mercury poisoning?,1
Can stevia lower high blood pressure?,0
Is eating genetically modified corn a health concern?,1
Are privately performed IgG tests to clarify food intolerances meaningful?,1
Is a gluten-free diet recommended for people who do not have celiac disease?,1
Does the plant substance nobiletin contained in mandarins protect against weight gain?,1
Does consumption of dairy products in middle and advanced age protect against bone fractures?,2
Is the milk of horn-bearing cows less rich in allergens and more easily tolerated by lactose-intolerant individuals?,1
"Does daily flossing protect against tooth decay, periodontitis and tooth loss?",1
Do protein supplements help build muscle?,1
Does music therapy promote recovery from severe limitations of consciousness after severe brain injury?,1
Can eating grapefruit in combination with some medications lead to harmful interactions?,0
Can regular consumption of chocolate prevent cardiovascular disease?,0
Is barley grass good for health?,1
Are diets with reduced carbohydrate content better for weight loss than other weight loss programs?,2
Does taking probiotics during pregnancy and early life protect children from atopic dermatitis?,0
Is Bulletproof Coffee recommended?,1
Do apples help with smoking cessation?,1
Do products made from fenugreek seeds help you lose weight?,1
Does skipping breakfast increase heart attack risk?,1
Does wheat make you fat and sick?,1
Do whole grains lower the likelihood of dying early?,0
"Does the consumption of dairy products promote mucus and diseases of the ear, nose and throat?",1
Does regular consumption of energy drinks harm heart health?,1
Do light drinks promote obesity?,1
Does coffee reduce the risk of dementia?,0
Does sugar consumption increase the risk of developing type 2 diabetes regardless of obesity?,0
Does a lower salt diet reduce the likelihood of cardiovascular disease?,0
Is less eaten from red plates?,0
Does red wine protect better against cardiovascular disease than white wine?,1
Do azo food dyes cause attention deficit disorder and hyperactivity in children?,0
Does turmeric prevent or cure cancer?,1
Does breastfeeding reduce the risk of sudden infant death syndrome?,0
"Do boron preparations such as borax, boric acid, or calcium fructoborate relieve pain associated with age-related joint wear (osteoarthritis)?",1
Can glutamate in food cause intolerance symptoms?,1
Does the Orthopulse device accelerate the orthodontic correction of malocclusions?,1
Is it harmful for the mental development of the unborn child if the mother regularly eats fish contaminated with mercury during pregnancy?,0
Can the consumption of caffeine during pregnancy harm the unborn child?,1
Are vegetables prepared in a microwave oven less healthy than those prepared in other ways?,2
Can garlic extract reduce high blood pressure and thus the risk of cardiovascular disease?,1
Can fructose damage the liver?,1
Can green tea affect the likelihood of dying early and reduce the risk of cardiovascular disease?,0
Is matcha tea particularly healthy?,1
Can acupuncture prevent migraines and tension headaches?,0
Can green tea reduce the likelihood of dying from cancer ?,2
Can plant sterols or foods with them reduce the risk of cardiovascular disease?,1
Can too much iodine cause autoimmune thyroid disease and consequently hypothyroidism?,0
Is the sweetener aspartame harmful to health?,2
Does coffee affect cancer death risk?,2
Do diets with primarily or exclusively uncooked foods have health benefits?,1
Can increased water consumption prevent migraines or other headaches?,1
"Offer the following herbal appetite suppressants effective and safe weight loss support:
Devil's Tongue (Konjac Root), Caralluma fimbriata, Garcinia cambogia, Gymnea sylvestre, Ephedra, Irvinia gabonensis, Fenugreek, Hoodia gordonii, Common Bean, Bitter Orange?",1
Are there health benefits to screening the general population for chronic obstructive pulmonary disease (COPD) as a precaution?,2
Can cow's milk cause iron deficiency in babies in the first year of life?,0
Does cow's milk for babies have other health disadvantages??,1
Does drinking breast milk as a baby have a positive effect on later health and development?,0
Does Almased help with excess weight better than other diets?,1
"Do products with talc, such as baby powder, increase the risk of ovarian cancer?",1
"Do large portions, large plates or glasses, and larger packaging cause us to eat and drink more?",0
Does taking coconut oil improve mental abilities in dementia like Alzheimer's disease?,1
"Does the preparation ""CAPS immu"" from Ringana reduce the risk of infections in healthy people?",1
Do extracts from grape seeds have a health-promoting effect?,1
Is the administration of magnesium through the skin effective?,1
Do kava kava supplements help with anxiety disorders?,0
Do ultrasound devices help against dust mites?,1
"Does the risk of food allergy decrease if babies are fed potentially allergenic foods (cow's milk, peanuts, chicken egg) as late as possible for the first time?",2
"for fish, sesame, wheat?",2
"Can willow bark tea help with inflammation, pain or fever?",1
"Can a supposedly ""high acid"" diet weaken bones?",2
"Does a supposedly ""alkaline-rich"" diet prevent chronic diseases?",1
Can a blood test detect mental illness?,1
Is surgery for an anterior cruciate ligament tear (by replacing the broken anterior cruciate ligament with tendon tissue from another part of the leg) followed by physical therapy better than physical therapy alone?,2
Can motherwort reduce migraine attacks?,0
Does metal in bed disturb sleep?,1
Does heat treatment (radiofrequency ablation or radiofrequency heat ablation of benign nodules of the thyroid gland work as well as conventional surgical methods?,1
Does Imunoglukan strengthen the immune system?,1
Do cell phones promote the development and growth of tumors in the head?,1
Does wearing bras promote breast cancer risk?,1
Are tattoo inks harmful to health?,1
Do plant hormones (phytoestrogens) other than genistein reduce the number and intensity of hot flashes during menopause?,1
Does the herbal hormone genistein reduce the number and intensity of hot flashes during menopause???,0
Does bloodletting according to Hildegard von Bingen have health benefits?,1
Can FGXpress Power Strips reduce pain or improve wound healing?,1
Does treatment according to the fascial distortion model help with chronic shoulder pain?,0
Are there effective alternatives to the breathing mask (CPAP) for sleep apnea?,2
Does closure of the foramen ovale prevent further strokes in people who have had a stroke of unknown cause?,0
Does stimulation current therapy (TENS - Transcutaneous Electrical Nerve Stimulation) help with worn knee joints (knee osteoarthritis)?,1
Does taking magnesium salts decrease the frequency and intensity of muscle cramps with unknown cause?,2
Does taking magnesium salts reduce the frequency and intensity of exercise-induced muscle cramps during sports?,1
Does taking magnesium salts reduce the frequency and intensity of muscle cramps in pregnancy?,0
Does the active ingredient rivaroxaban (drug Xarelto) have a higher risk of dangerous bleeding than other anticoagulants?,2
Does vitamin D protect against dementia or memory loss?,1
Does brain training boost intelligence?,2
Does petroleum help against cancer?,1
Does lavender scent help with sleep disorders?,1
Does the drug Sovaldi (sofosbuvir) enable high cure rates for chronic hepatitis C?,0
Does alpha lipoic acid help prevent or treat Alzheimer's disease?,1
Are Vemma products good for health?,1
Do over-the-counter cough medicines relieve cough symptoms?,1
Does a diet rich in vitamin K2 protect against diseases of the cardiovascular system?,1
Can shoe insoles relieve pain in people with high arches?,0
Can shoe insoles relieve pain in people with foot deformities other than high arch?,1
Can dowsers find harmful soil zones or water veins?,2
Does bioresonance therapy help with health complaints?,2
Do irradiations with cold red light help with chronic gingivitis?,2
Does the Aspire system help you lose weight?,0
Can FLEXISEQ ointment relieve osteoarthritis pain?,1
Can butterbur prevent migraine attacks?,0
Does bisphenol A trigger allergies?,1
Can maggots accelerate the healing of chronic wounds compared to conventional treatment?,2
Do electric toothbrushes protect oral health better than manual brushes?,0
Do antidepressants from the group of serotonin reuptake inhibitors help with depression?,0
Is there a health risk from metal contaminants in lipsticks?,1
Can topiramate reduce the frequency of migraine attacks?,0
Does particulate matter pollution increase the risk of heart attack - even if the EU limits are complied with?,0
Are endocrine disruptors in cosmetics a health risk?,1
"Can a dietary supplement containing omega-3 fatty acids, lipids, vitamins, and nutrients (""Souvenaid"") noticeably slow or halt the decline of mental performance in Alzheimer's disease?",2
Do vitamin E supplements increase the likelihood of early death?,0
Does meditation help against stress?,0
Are there methods that effectively help against hormonal hair loss?,0
Does eye training help prevent myopia?,2
Does Cryolipolysis cause noticeable body fat reduction?,1
Is acupuncture for chronic pain more effective than placebo acupuncture treatment?,0
Can Internet-based self-help training based on cognitive behavioral therapy reduce the burden of tinnitus?,0
Do probiotic foods have an antidepressant effect or a positive effect on the mind?,1
Does treatment with radioactive agents help with pain in chronic inflammatory joint disease?,0
Does frequent porn use reduce gray matter volume in the brain?,1
Can the active ingredient acetyl salicylic acid (ASA) protect against cancer?,0
Is tick-borne tick-borne encephalitis (TBE) much milder in children than in adults?,0
"Does treatment with cyanoacrylate (for example, Sapheon Venasealâ¢) help against varicose veins as well or better than other methods?",1
"Did oseltamivir (TamifluÂ®) or other neuraminidase inhibitors help reduce deaths from the H1N1 influenza virus (""swine flu"" virus)?",1
Is aluminum intake responsible for the development of Alzheimer's disease?,1
Can regular exercise prevent or relieve migraine symptoms?,0
Does less than 7h of sleep daily increase mental performance?,2
Does regular intake of extra virgin olive oil protect against coronary heart disease such as heart attack?,0
Do frequent ejaculations have a protective effect against prostate cancer?,0
Does condom use cause depression in women?,1
Do today's children have a shorter life expectancy than their parents?,0
Do rising temperatures and CO2 levels increase the risk of pollen allergy?,1
Does training on vibration platforms cause a noticeable buildup of muscle strength?,0
Does glucosamine prolong life?,0
Does Kinesio tape help in the treatment of joint and muscle injuries?,1
Do injections with Botulinum Toxin A (BotoxÂ®) help with urinary incontinence?,0
Can apigenin reduce cancer risk or prevent cancer progression?,2
Do generic drugs work as well as original drugs?,0
Are animal-assisted therapies effective for mental illness?,0
Can lack of sleep cause obesity?,1
Is breaking an energy-saving lamp harmful to health?,1
Does copper intake increase the risk of Alzheimer's disease?,1
Do air ions cause an improvement of allergies?,1
Do air ions cause an improvement of asthma??,2
Do smoking bans lead to fewer preterm births?,0
Do special garments with the active ingredient Liporeductyl help against cellulite?,1
Does alcohol in moderate amounts prolong life?,0
Does caffeine make us die sooner???,1
Does light freezing help with weight loss?,1
Does acupuncture help against hay fever?,1
Do earrings cause discomfort by destroying acupuncture points or meridians?,1
"Does the ""Rolfing"" treatment cause an improvement of body malpositions as well as certain pains?",1
Does marijuana use reduce the risk of developing diabetes?,0
Do fish oil capsules promote prostate cancer?,0
Does virgin conception exist?,1
Are movement exercises useful for back pain?,0
Does taking the birth control pill adversely affect mate choice? (Reader inquiry),1
Does UV light reduce the risk of cardiovascular disease?,1
"Is the GynefixÂ® contraceptive necklace as effective for contraception as the birth control pill or the ""IUD""?",0
Can coenzyme Q10 lead to a rejuvenation of the skin's appearance?,1
Is there an increased risk of long-term effects on the unborn child with chemotherapy starting in the 2nd trimester of pregnancy?,0
Can regular screening significantly reduce the risk of dying from prostate cancer?,2
Does removal and examination of the first lymph nodes after the prostate is affected by cancer (sentinel lymph nodes or sentinel lymph nodes) improve the chances of cure? (Reader Inquiry),1
Can a treatment with singing bowls relieve pain?,2
"Is the HIV saliva self-test, which is about to be approved in the U.S., as reliable as a laboratory test or a rapid test at the doctor's office?",0
Does religion promote mental health?,1
Do braces treatments have preventive medical benefits in addition to aesthetic ones?,1
"What are the advantages and disadvantages of vaccinating infants simultaneously with the usual six-dose vaccine (against diphtheria, tetanus, polio, pertussis, hepatitis B, and Haemophilus influenzae B) and a pneumococcal vaccine? (Reader inquiry)",0
Does the use of laptops with active WLAN (wireless internet access) affect sperm quality in men?,1
Can phthalates cause diabetes?,0
Does staining brain tumors with the dye aminolevulinic acid before surgery help patients survive longer?,1
"Can exercise prevent premature deaths from heart attacks, strokes, heart failure, and pre-diabetes as effectively as medication?",0
Can taking the enzyme diamino oxidase prevent alcohol-related hangover symptoms?,1
Can an anti-oxidant such as pseudocatalase stop or reverse hair graying?,1
Can sexual activity relieve headaches?,1
Does transcranial direct current stimulation help against severe depression?,1
Is the success of conventional treatment of a herniated disc equivalent to that of disc surgery?,0
Does regular use of sleeping pills promote the risk of death or cancer?,0
Does increased time outdoors inhibit myopia in children?,0
Do household cleaners and room fresheners in spray form cause damage to the heart?,1
Can exercise improve mental performance impaired by alcohol consumption?,1
Can over-the-counter combination medications help with tension headache and migraine better than medications containing only single active ingredients?,0
Does hyperthermia treatment support chemotherapy in fighting cancer? (anonymous request with link to the Standard article),0
Can stress promote dementia?,0
Does the risk for the unborn child to develop asthma later on increase if the mother is exposed to high pollen concentrations during pregnancy?,1
Are children conceived in May more likely to be born prematurely than children conceived in other months?,0
Does osteopathy work?,0
Do creams with sterol compounds improve the appearance of cellulite skin?,1
"For women at high risk of breast cancer, does a precautionary mastectomy make more sense than regular participation in intensive screening?",1
Does tocilizumab specifically help children with rheumatoid arthritis (juvenile idiopathic arthritis) ?,0
Does the Toxoplasma gondii parasite affect suicide rates?,0
Is Exemestane better than other hormone-altering drugs for reducing the risk of breast cancer or treating it?,0
Does a newly approved contraceptive pill with the active ingredient combination nomegestrol acetate and 17Ã-estradiol have fewer undesirable side effects than other birth control pills?,2
Does PrEP reduce the risk of HIV infection?,0
"Does exercise, a restricted diet, or both together help prevent excessive weight gain during pregnancy?",0
Does taking antibiotics for acute sinusitis speed up the healing of the infection?,0
Does colonoscopy reduce mortality from colorectal cancer?,0
Do nicotine replacement products like nicotine gum or nicotine patches help with long-term smoking cessation?,0
"Is short, high-intensity training equally effective as longer, moderate-intensity training?",0
Do behavioral therapy methods help with specific fears (phobias) such as fear of spiders?,0
"Can honey accelerate the healing of second degree burns with pain, redness and blisters?",0
"Does honey heal small, fresh wounds faster than the usual wound treatment?",1
"Does honey work better than other wound treatments for chronic wounds (open leg, diabetic foot)?",2
Does sitting for long periods despite compensatory exercise increasingly lead to type 2 diabetes?,1
Do acupuncture or related smoking cessation methods help you stay smoke-free for at least 6 months?,0
Do gastrointestinal surgeries (bariatric surgeries) improve symptoms of type 2 diabetes?,0
Is there a connection between ADHD and neurodermatitis?,0
Can injections with the enzyme collagenase straighten fingers bent by Dupuytren's disease without surgery? (Reader inquiry),0
Do mindfulness-based methods effect improvement in chronic pain?,1
Does high air pollution increase the risk for the unborn to develop autism later in life?,1
Is it harmful to health to eat apple cores with the apple?,2
Can taking selenium prevent cancer?,2
Does mesotherapy help against pain?,2
Do general health checkups lead to longer life?,2
Can dementia be prevented?,2
Does the plant pigment beta-carotene protect against cancer?,2
Can vitamin supplements protect against life-threatening diseases such as cancer or cardiovascular disease?,2
Is it true that lowering cholesterol does not reduce the risk of cardiovascular disease?,2
Do static magnets help against pain?,2
Does hypnosis help with chronic bowel problems?,0
Does taking vitamin D supplements during pregnancy increase the risk of food allergy for the unborn child?,1
Is combined hormone therapy with estrogen and progestin safe for women in late menopause (after the last menstrual period)?,2
Can negative expectancy reduce the effect of pain medications?,2
Is sex as good an endurance workout as running?,2
Can electrical brain stimulation reduce the amount of food eaten?,1
Are plastic kitchen boards more hygienic than wooden ones?,1
Does excessive beer or alcohol consumption lead to obesity?,1
Do omega-3 fatty acids or a diet rich in fish help with rheumatoid arthritis?,1
Does unprocessed red meat increase the risk of cardiovascular disease?,1
"Does processed red meat (sausages, ham, bacon) increase the risk of cardiovascular disease???",0
Does hawthorn extract help patients with heart muscle weakness (heart failure)?,1
Is glyphosate carcinogenic?,1
Does psychotherapy help with burnout?,0
Is electrical muscle stimulation (EMS) in combination with ordinary fitness training more efficient than fitness training alone?,1
Can vitamin and nutrient supplements prevent the eye disease age-related macular degeneration?,2
Can they delay the progression of eye disease?,0
Do milk or dairy products promote colon cancer and rectal cancer?,2
Does yoga change the genetic makeup?,1
Which of the three most common laser eye surgeries produces the best results and has the fewest side effects?,0
"Can electromagnetic fields with a specific pattern (pulsed electromagnetic fields, PEMF) heal injuries?",1
Does the drug fingolimod reduce the progression of relapsing-remitting multiple sclerosis similarly or better than previous drugs?,0
Can cancer be successfully fought with intentionally induced fever?,1
Can some forms of headache be successfully treated with heat?,1
Does electro-acupuncture on the ear help against pain?,0
Does treatment with the new drug erenumab reduce the number of migraine days per month?,0
Is screening by optical coherence tomography superior to conventional examinations for the early detection of diabetic macular edema?,2
Does the treatment of diabetes-related retinal diseases by injection of VEGF inhibitors provide an advantage compared to conventional laser treatment?,0
Do saw palmetto preparations help with benign prostate enlargement?,2
"Do plant extracts of African plum tree, beta-sitosterol or ryegrass pollen extract (Cernilton) help benign prostate enlargement?",1
Does not wearing bras provide medical benefits?,1
Are there medical benefits to wearing a bra?,1
"Can oral vein products containing herbal active ingredients such as rutosides, hidrosmin, diosmin, extracts of horse chestnut seed and pine bark, Centella asiatica or grape seed extract or the synthetic substances calcium dobesilate or aminaftone relieve symptoms such as itching, restless or swollen legs, pain and cramps in people suffering from varicose veins or chronic venous insufficiency?",0
Do vein preparations for external use help with varicose veins or chronic venous insufficiency?,1
Do milk or dairy products promote bladder cancer?,2
Do milk or dairy products promote prostate cancer?,0
Do green tea products provide effective and safe support for weight loss?,2
Can monk's pepper help with cycle disorders?,1
Does brisk walking lower mortality? Is some exercise better than none at all?,0
Can arthroscopy reduce pain or improve mobility?,2
Do health benefits increase with duration and intensity of exercise?,0
